"female" "black" "hispanic" "dadcoll" "momcoll" "ownhome" "urban" "dist" "tuition" "ed" "incomehi" "county" "state"
0 0 0 0 0 1 0 2.6 0.61547 12 0 105 12
1 0 0 0 0 1 0 2.6 0.61547 13 0 105 12
0 0 0 0 0 1 0 2.6 0.61547 14 0 105 12
0 0 0 0 0 0 0 2.6 0.61547 12 0 105 12
1 0 0 0 1 1 0 2.6 0.61547 16 0 105 12
1 0 0 0 0 1 0 2.6 0.61547 12 0 105 12
0 1 0 0 0 1 0 1 0.80485 12 0 34 8
1 1 0 0 0 0 0 1 0.80485 12 0 34 8
1 0 0 0 0 1 0 1 0.80485 13 1 34 8
1 1 0 0 0 1 0 1 0.80485 14 0 34 8
0 1 0 1 0 0 0 1 0.80485 12 0 34 8
0 0 0 0 0 1 0 1 0.80485 12 0 34 8
1 1 0 0 0 1 0 1 0.80485 12 0 34 8
1 1 0 0 0 1 0 1 0.80485 12 0 34 8
1 0 0 0 0 1 0 1 0.80485 12 0 34 8
1 0 1 1 0 0 0 3.2 0.61547 13 0 97 12
0 0 0 0 0 1 0 3.2 0.61547 12 0 97 12
0 0 0 0 0 1 0 3.2 0.61547 12 0 97 12
1 1 0 0 0 1 0 3.2 0.61547 13 0 97 12
1 0 0 0 0 1 0 3.2 0.61547 12 0 97 12
1 0 0 0 0 0 0 3.2 0.61547 12 0 97 12
1 0 0 0 0 1 0 3.2 0.61547 12 1 97 12
1 0 0 1 0 1 0 3 0.88337 17 1 68 7
1 0 0 0 0 1 0 3 0.88337 14 0 68 7
1 0 0 0 1 1 0 3 0.88337 14 1 68 7
0 0 0 1 0 1 0 3 0.88337 16 0 68 7
0 0 0 0 0 1 0 5 0.80485 16 0 86 8
1 0 0 0 0 1 0 5 0.80485 12 0 86 8
1 0 0 0 0 1 0 5 0.80485 12 0 86 8
1 0 0 0 0 1 0 5 0.80485 12 0 86 8
1 1 0 0 0 1 0 5 0.80485 14 0 86 8
1 0 0 0 0 1 0 5 0.66975 16 0 69 15
1 0 0 0 0 1 0 5 0.66975 12 0 69 15
1 0 0 0 1 1 0 5 0.66975 13 0 69 15
0 0 0 0 0 1 0 5 0.66975 12 0 69 15
1 0 0 0 0 1 0 5 0.66975 12 0 69 15
0 0 0 0 0 1 0 5 0.66975 15 1 69 15
0 0 0 0 0 1 0 5 0.66975 12 0 67 15
0 0 0 1 1 0 0 5 0.66975 12 0 67 15
0 0 0 0 0 1 0 5 0.66975 16 0 67 15
1 0 0 0 0 1 0 5 0.66975 12 0 67 15
1 0 0 0 0 0 0 5 0.66975 12 0 67 15
0 0 0 0 0 0 0 5 0.66975 14 0 67 15
1 0 0 0 0 1 0 5 0.66975 12 0 67 15
0 0 0 0 0 1 0 5 0.66975 12 0 67 15
1 0 0 0 0 1 0 5 0.66975 13 0 67 15
0 0 0 0 0 1 0 5 0.66975 12 0 67 15
1 0 0 0 0 0 0 5 0.66975 12 0 67 15
0 1 0 0 0 0 0 1.2 0.66975 17 0 51 15
0 0 0 0 0 1 0 1.2 0.66975 12 0 51 15
1 0 0 1 1 1 0 1.2 0.66975 17 0 51 15
0 0 0 1 0 1 0 1.2 0.66975 18 1 51 15
0 1 0 0 0 1 0 1.2 0.66975 13 0 51 15
0 0 0 0 0 0 0 1.2 0.66975 12 0 51 15
1 1 0 0 0 1 1 0.4 0.61547 12 0 32 12
0 1 0 0 0 1 1 0.4 0.61547 15 0 32 12
1 1 0 0 0 1 1 0.4 0.61547 14 0 32 12
0 1 0 0 0 1 1 0.4 0.61547 14 0 32 12
0 1 0 0 0 1 1 0.4 0.61547 12 0 32 12
0 1 0 0 0 0 1 0.4 0.61547 12 1 32 12
0 1 0 0 0 1 1 0.4 0.61547 17 0 32 12
1 1 0 1 0 0 1 0.4 0.61547 12 0 32 12
1 1 0 0 0 1 1 0.4 0.61547 14 0 32 12
0 1 0 0 1 1 1 0.4 0.61547 13 0 32 12
0 1 0 0 0 0 1 0.4 0.61547 12 0 32 12
0 1 0 0 0 0 1 0.5 0.61547 12 1 30 12
1 1 0 0 1 1 1 0.5 0.61547 13 0 30 12
1 1 0 0 0 1 1 0.5 0.61547 16 1 30 12
1 0 0 1 1 1 1 0.5 0.61547 15 0 30 12
0 1 0 0 0 1 1 0.5 0.61547 12 0 30 12
0 0 0 1 0 1 1 0.5 0.61547 15 0 30 12
0 1 0 0 0 0 0 3.5 0.61547 12 0 55 12
1 0 0 0 0 1 1 1 0.80485 16 1 48 8
1 1 0 0 0 0 1 1 0.80485 14 0 48 8
1 0 0 0 0 1 1 1 0.80485 12 0 48 8
1 0 1 0 0 1 1 1 0.80485 12 0 48 8
1 0 0 0 0 1 1 1 0.80485 12 0 48 8
1 1 0 0 0 0 1 1 0.80485 12 0 48 8
0 0 0 1 0 1 1 1 0.80485 14 1 48 8
1 0 0 1 0 1 1 1 0.80485 13 1 48 8
0 0 0 1 0 0 1 1.2 0.61547 15 1 32 12
0 0 0 0 0 0 1 1.2 0.61547 12 1 32 12
1 1 0 0 0 1 1 1.2 0.61547 12 0 32 12
0 1 0 0 0 1 1 1.2 0.61547 16 0 32 12
0 0 0 1 0 1 1 1.2 0.61547 16 0 32 12
1 0 0 0 0 1 1 1.2 0.61547 12 0 32 12
1 0 0 0 0 1 0 7 0.88337 12 1 31 7
1 0 0 0 0 1 0 7 0.88337 12 1 31 7
0 1 0 0 0 1 0 7 0.88337 12 1 31 7
1 0 0 0 0 1 0 1.2 0.80485 12 0 63 8
0 0 1 0 0 1 0 1.2 0.80485 12 0 63 8
1 1 0 0 0 1 0 1.2 0.80485 12 0 63 8
1 0 0 1 1 1 0 1.2 0.80485 12 1 63 8
0 0 0 0 0 1 0 1.2 0.80485 12 1 63 8
1 0 0 0 0 1 0 1.2 0.80485 16 0 63 8
1 1 0 0 0 1 0 1.2 0.80485 12 0 63 8
1 0 0 0 0 0 0 1.2 0.80485 14 0 63 8
0 1 0 0 0 1 0 3.3 0.61547 13 0 42 12
0 0 0 0 0 0 0 3.3 0.61547 12 0 42 12
1 0 0 0 0 1 0 3.3 0.61547 16 0 42 12
1 0 1 0 0 1 0 3.3 0.61547 12 0 42 12
0 0 0 0 0 0 0 3.3 0.61547 12 0 42 12
0 0 0 0 0 1 0 3.3 0.61547 12 1 42 12
1 1 0 0 0 1 0 3.3 0.61547 15 0 42 12
1 1 0 0 0 1 0 0 0.88337 12 0 53 7
0 1 0 0 0 0 0 0 0.88337 14 0 53 7
1 1 0 0 0 0 0 0 0.88337 13 0 53 7
0 1 0 0 0 0 0 0 0.88337 13 0 53 7
0 0 0 0 0 1 0 0 0.88337 12 0 53 7
1 0 0 1 0 1 0 0 0.88337 16 0 53 7
1 1 0 0 0 1 0 7 0.80485 12 0 70 8
0 0 0 0 0 1 0 7 0.80485 12 0 70 8
1 1 0 0 0 0 0 7 0.80485 12 0 70 8
1 1 0 0 0 1 0 7 0.80485 16 0 70 8
1 1 0 0 0 1 0 7 0.80485 16 0 70 8
1 1 0 0 0 0 0 7 0.80485 16 0 70 8
1 0 0 0 0 1 0 7 0.80485 13 0 70 8
1 1 0 0 0 0 0 0.5 0.88337 13 0 32 7
1 1 0 0 1 1 0 0.5 0.88337 15 0 32 7
0 1 0 0 0 1 1 0.6 0.80485 15 0 48 8
0 1 0 0 0 0 1 0.6 0.80485 12 0 48 8
1 1 0 0 0 1 1 0.6 0.80485 12 1 48 8
1 1 0 0 0 1 0 7 0.88337 12 0 33 7
1 1 0 0 0 1 0 7 0.88337 12 0 33 7
0 1 0 0 0 1 0 7 0.88337 12 0 33 7
1 1 0 0 0 1 0 7 0.88337 12 0 33 7
1 1 0 0 0 1 0 7 0.88337 16 0 33 7
1 1 0 0 0 1 0 7 0.88337 16 0 33 7
1 1 0 0 0 1 0 7 0.88337 14 0 33 7
1 1 0 0 0 1 0 7 0.88337 13 0 33 7
0 0 0 0 0 1 0 9 0.66975 13 0 93 15
0 0 0 0 0 0 0 9 0.66975 12 0 93 15
1 0 0 0 0 0 0 9 0.66975 16 0 93 15
0 0 0 1 1 1 0 9 0.66975 12 1 93 15
1 0 0 0 0 1 0 2.5 0.80485 16 1 76 8
1 0 0 0 0 1 0 2.5 0.80485 17 0 76 8
0 0 0 0 0 1 0 2.5 0.80485 17 0 76 8
0 0 0 0 0 1 0 2.5 0.80485 14 0 76 8
1 0 0 0 0 0 0 2.5 0.80485 13 0 76 8
0 0 0 1 0 0 0 4.5 0.61547 12 0 57 12
1 0 0 0 0 0 0 4.5 0.61547 14 0 57 12
0 1 0 0 0 1 0 4.5 0.61547 16 0 57 12
1 1 0 0 0 0 0 4.5 0.61547 12 0 57 12
0 0 0 0 0 1 0 4.5 0.61547 13 0 57 12
1 0 0 1 1 1 0 4.5 0.61547 17 0 57 12
1 0 0 0 0 0 0 4.5 0.61547 13 0 57 12
0 0 0 0 0 1 0 4.5 0.61547 12 0 75 12
0 0 0 0 0 1 0 4.5 0.61547 12 0 75 12
0 0 0 0 0 1 0 4.5 0.61547 12 0 75 12
0 0 0 0 0 1 0 4.5 0.61547 12 0 75 12
1 0 0 0 0 1 0 4.5 0.61547 12 0 75 12
1 1 0 0 0 1 1 0.5 0.88337 12 0 28 7
1 1 0 0 0 0 1 0.5 0.88337 13 0 28 7
1 1 0 0 0 0 1 0.5 0.88337 16 0 28 7
1 1 0 0 0 0 1 0.5 0.88337 12 0 28 7
0 0 1 0 0 1 1 0.5 0.88337 12 0 28 7
1 1 0 0 0 1 1 0.5 0.88337 12 0 28 7
1 0 1 0 0 1 0 6 0.66975 13 0 83 15
1 0 0 0 0 1 0 6 0.66975 12 0 83 15
0 0 0 0 0 1 0 6 0.66975 13 0 83 15
1 0 0 0 0 1 0 3.5 0.61547 15 0 45 12
1 0 0 1 1 1 0 3.5 0.61547 16 1 45 12
0 0 0 1 0 1 0 3.5 0.61547 12 0 45 12
1 0 0 0 0 1 0 3.5 0.61547 12 1 45 12
0 0 0 0 0 1 0 3.5 0.61547 12 0 45 12
0 0 0 0 0 1 0 3.5 0.61547 13 1 45 12
1 0 0 1 0 0 0 1 0.61547 16 1 32 12
0 0 0 0 0 1 0 1 0.61547 12 1 32 12
0 0 0 0 0 1 0 1 0.61547 12 0 32 12
0 0 0 0 1 0 0 1 0.61547 12 1 32 12
1 0 0 0 1 1 0 2.5 0.52425 13 0 33 24
1 0 0 0 0 1 0 2.5 0.52425 14 0 33 24
1 0 0 0 0 1 0 2.5 0.52425 12 0 33 24
1 0 0 0 0 1 0 2.5 0.52425 17 0 33 24
0 0 0 0 0 1 0 2.5 0.52425 12 1 33 24
1 0 0 0 0 1 0 2.5 0.52425 12 0 33 24
0 0 0 0 0 1 0 1 0.52425 12 0 9 24
0 0 0 0 0 1 0 1 0.52425 14 0 9 24
1 0 0 0 0 1 0 1 0.52425 12 0 9 24
0 0 0 0 0 1 0 1 0.52425 16 1 9 24
1 1 0 0 0 0 0 0.8 0.67321 14 0 36 21
0 1 0 0 0 0 0 0.8 0.67321 12 0 36 21
1 0 0 0 0 1 0 0.8 0.67321 16 0 36 21
0 0 1 0 0 0 0 0.8 0.67321 16 0 36 21
1 0 0 0 0 1 0 0.8 0.67321 14 1 36 21
1 1 0 0 0 0 0 0.8 0.67321 17 0 36 21
0 0 0 0 0 1 1 1.5 0.69284 12 1 27 1
1 0 0 1 0 1 1 1.5 0.69284 16 0 27 1
1 1 0 0 1 0 1 1.5 0.69284 16 0 27 1
1 1 0 0 0 1 1 1.5 0.69284 14 0 27 1
1 0 0 0 0 1 1 1.5 0.69284 14 0 27 1
1 0 0 0 0 1 1 1.5 0.69284 13 0 27 1
0 0 0 0 0 1 1 1.5 0.69284 15 0 27 1
1 0 0 0 0 1 0 0.7 0.67321 15 0 54 21
0 0 1 0 0 1 0 0.7 0.67321 14 0 54 21
0 0 0 0 0 0 0 0.7 0.67321 13 0 54 21
0 1 0 0 0 1 0 0.7 0.67321 13 0 54 21
0 1 0 0 0 1 0 0.7 0.67321 15 0 54 21
0 1 0 0 0 1 0 0.7 0.67321 15 0 54 21
0 0 0 0 0 1 0 3.2 0.52425 15 0 33 24
0 0 0 0 0 1 0 3.2 0.52425 12 0 33 24
1 0 0 0 0 1 0 3.2 0.52425 12 0 33 24
1 1 0 1 1 1 0 4 0.67321 17 1 58 21
1 1 0 0 0 1 0 4 0.67321 16 0 58 21
1 1 0 0 0 1 0 4 0.67321 12 0 58 21
1 1 0 0 0 1 0 4 0.67321 16 0 58 21
1 0 1 0 0 1 0 4 0.67321 12 0 58 21
1 1 0 0 0 0 0 4 0.67321 16 0 58 21
0 1 0 0 0 1 0 4 0.67321 12 0 58 21
0 1 0 0 0 1 0 4 0.67321 12 0 58 21
1 1 0 0 0 1 0 10 0.52425 12 0 57 24
0 0 0 0 0 1 0 10 0.52425 12 0 57 24
1 0 0 0 0 1 0 10 0.52425 12 1 57 24
0 1 0 0 0 1 0 2.5 0.52425 12 0 22 24
1 0 1 0 0 1 0 2.5 0.52425 12 0 22 24
1 0 0 0 0 1 0 2.5 0.52425 13 0 22 24
0 0 0 0 0 1 0 2.5 0.52425 15 0 22 24
1 0 0 0 0 1 0 2.5 0.52425 13 0 22 24
0 0 0 0 0 1 0 0.1 0.67321 13 0 42 21
0 0 0 0 0 1 0 0.1 0.67321 14 0 42 21
1 1 0 0 0 1 0 0.1 0.67321 12 0 42 21
1 0 0 1 1 1 0 0.1 0.67321 16 0 42 21
1 1 0 0 0 1 0 0.1 0.67321 14 0 42 21
0 0 0 0 0 1 0 1.1 0.52425 13 0 51 24
1 0 0 1 0 1 0 1.1 0.52425 14 0 51 24
0 1 0 0 1 1 0 1.1 0.52425 15 0 51 24
1 0 0 0 0 1 0 1.1 0.52425 12 0 51 24
0 0 0 0 0 0 0 1.1 0.52425 18 0 51 24
0 0 0 1 0 1 0 1.1 0.52425 16 1 51 24
1 0 0 0 0 0 0 1.1 0.52425 12 0 51 24
1 0 0 0 0 1 0 1.1 0.52425 16 0 51 24
1 0 0 0 0 1 0 1.1 0.52425 13 0 51 24
1 0 0 0 0 1 0 1.1 0.52425 14 0 51 24
0 0 0 0 0 1 0 0.8 0.69284 12 0 44 1
1 0 0 0 0 1 0 4 0.52425 12 0 15 24
1 0 0 0 0 0 0 4 0.52425 12 0 15 24
1 0 0 1 1 0 0 4 0.52425 12 0 15 24
0 0 0 0 0 1 0 4 0.52425 12 0 15 24
0 0 0 0 0 0 0 4 0.52425 13 0 15 24
0 0 0 0 0 1 0 4 0.52425 12 0 15 24
0 0 0 0 0 0 0 8 0.69284 12 0 52 1
1 1 0 0 0 0 0 8 0.69284 12 0 52 1
1 0 0 0 0 1 0 8 0.69284 12 0 52 1
0 1 0 0 0 0 0 8 0.69284 12 0 52 1
0 1 0 0 0 1 0 8 0.69284 13 0 52 1
0 0 0 0 0 1 0 8 0.69284 17 0 52 1
0 1 0 0 0 1 0 8 0.69284 12 0 52 1
0 0 0 0 0 1 0 8 0.69284 12 0 52 1
1 0 0 1 0 1 0 2.7 0.52425 12 0 18 24
0 0 0 0 0 1 0 2.7 0.52425 13 1 18 24
1 0 0 0 0 0 0 2.7 0.52425 12 0 18 24
0 0 0 1 1 1 0 2.7 0.52425 12 1 18 24
1 0 0 0 0 1 0 2.7 0.52425 15 1 18 24
1 0 0 0 0 0 0 2.7 0.52425 12 0 18 24
1 0 0 0 0 1 0 0.2 0.69284 12 0 36 1
1 1 0 0 0 1 0 0.2 0.69284 12 0 36 1
0 1 0 0 0 1 0 0.2 0.69284 12 0 36 1
1 0 0 0 0 1 0 6 0.69284 12 0 72 1
1 1 0 0 0 1 0 6 0.69284 13 0 72 1
0 0 0 0 0 1 0 4 0.52425 12 1 20 24
0 0 0 0 0 1 0 4 0.52425 12 0 20 24
1 0 0 0 0 1 0 4 0.52425 12 0 20 24
1 0 0 0 0 1 0 4 0.52425 12 1 20 24
0 0 0 0 0 1 1 0.6 0.52425 16 0 33 24
1 1 0 0 0 1 1 0.6 0.52425 12 0 33 24
0 1 0 0 0 0 1 0.6 0.52425 15 0 33 24
1 0 0 1 1 1 1 0.6 0.52425 18 1 33 24
1 1 0 0 0 1 1 0.6 0.52425 15 1 33 24
1 1 0 1 1 1 0 3.6 0.67321 15 0 70 21
0 1 0 0 0 1 0 3.6 0.67321 12 0 70 21
1 1 0 0 0 1 0 3.6 0.67321 16 0 70 21
0 1 0 0 0 0 0 3.6 0.67321 12 0 70 21
1 1 0 0 0 1 0 3.6 0.67321 16 0 70 21
1 0 0 0 0 1 0 3.6 0.67321 12 0 70 21
0 1 0 0 0 1 0 3.6 0.67321 12 0 70 21
0 1 0 0 0 1 0 3.6 0.67321 15 0 70 21
1 0 0 0 0 1 0 3.6 0.67321 16 0 70 21
1 1 0 0 0 1 0 3.6 0.67321 12 0 70 21
1 1 0 0 0 0 0 0.8 0.67321 14 0 25 21
1 1 0 0 0 1 0 0.8 0.67321 14 0 25 21
1 0 1 0 1 1 0 0.8 0.67321 18 0 25 21
1 1 0 0 0 1 0 0.8 0.67321 12 1 25 21
1 0 0 0 0 1 0 0.8 0.67321 12 0 25 21
1 1 0 1 1 0 0 0.8 0.67321 12 0 25 21
1 1 0 0 0 0 0 0.8 0.67321 12 0 25 21
0 1 0 0 0 1 0 2.5 0.69284 12 0 44 1
0 1 0 0 0 1 1 0.2 0.52425 12 1 14 24
1 0 0 0 0 1 1 0.2 0.52425 15 0 14 24
0 0 0 0 0 1 1 0.2 0.52425 13 0 14 24
0 0 0 1 0 1 1 0.2 0.52425 14 0 14 24
0 0 0 0 0 1 1 0.2 0.52425 17 0 14 24
1 1 0 0 0 0 0 5.6 0.69284 12 0 58 1
0 0 0 0 0 0 0 5.6 0.69284 12 0 58 1
1 1 0 0 0 1 0 5.6 0.69284 12 0 58 1
1 1 0 0 0 1 0 5.6 0.69284 15 0 58 1
1 1 0 0 0 1 0 5.6 0.69284 12 0 58 1
1 1 0 0 0 0 0 5.6 0.69284 12 0 58 1
0 0 0 0 0 1 0 5.6 0.69284 12 1 58 1
1 1 0 0 0 0 0 5.6 0.69284 12 1 58 1
1 1 0 0 0 0 0 5.6 0.69284 13 0 58 1
1 0 0 1 0 1 1 0.5 0.52425 14 0 16 24
1 0 0 0 0 1 1 0.5 0.52425 12 0 16 24
1 0 0 0 0 0 1 0.5 0.52425 13 1 16 24
0 0 0 0 0 1 1 0.5 0.52425 15 0 16 24
0 1 0 0 0 1 1 0.5 0.52425 13 0 16 24
1 0 0 0 0 1 1 0.5 0.52425 12 1 16 24
0 1 0 0 0 1 1 0.5 0.52425 12 1 16 24
0 0 0 0 0 1 1 0.5 0.52425 13 1 16 24
0 1 0 0 0 1 1 0.5 0.52425 13 0 16 24
0 0 1 0 0 1 1 0.1 0.45497 12 0 16 22
0 0 0 0 0 1 1 0.1 0.45497 12 0 16 22
0 0 0 1 1 1 1 0.1 0.45497 14 1 16 22
1 0 1 0 1 0 1 0.1 0.45497 12 0 16 22
0 0 0 1 1 1 1 0.1 0.45497 16 1 16 22
0 1 0 0 0 1 1 0.1 0.45497 17 0 16 22
0 1 0 0 0 1 1 0.1 0.45497 12 0 16 22
0 0 1 0 0 1 1 0.1 0.45497 16 0 16 22
1 1 0 0 0 1 1 0.1 0.45497 13 0 16 22
0 1 0 0 0 1 1 0.1 0.45497 15 0 16 22
0 0 0 0 0 1 0 0.5 0.45497 12 1 11 22
0 0 0 1 0 1 0 0.5 0.45497 12 1 11 22
1 0 0 0 0 0 0 0.5 0.45497 12 0 11 22
1 0 1 0 0 1 0 0.5 0.45497 12 0 11 22
0 0 0 0 0 1 0 0.5 0.45497 15 1 11 22
1 0 1 0 0 1 0 0.5 0.45497 13 0 11 22
1 0 0 0 0 1 0 0.5 0.45497 12 0 11 22
1 0 0 0 0 1 0 0.5 0.45497 12 1 11 22
1 0 1 0 0 1 0 0.5 0.45497 12 0 11 22
1 0 0 0 0 1 0 4 0.45497 13 0 42 22
1 0 1 0 0 1 0 4 0.45497 13 0 42 22
1 1 0 0 0 1 0 4 0.45497 13 0 42 22
0 0 1 1 0 1 0 4 0.45497 13 0 42 22
1 0 0 0 0 1 0 4 0.45497 12 0 42 22
1 1 0 0 0 1 0 4 0.45497 16 0 42 22
0 0 0 0 0 1 0 4 0.45497 17 0 42 22
0 0 0 0 0 1 0 4 0.45497 12 0 42 22
1 0 0 0 0 1 0 4 0.45497 13 1 42 22
0 0 0 0 0 1 0 4 0.45497 14 0 42 22
0 0 0 0 0 1 0 1.7 0.45497 13 0 18 22
0 0 0 0 0 1 0 1.7 0.45497 13 1 18 22
1 0 1 0 0 1 0 1.7 0.45497 12 1 18 22
1 0 0 0 0 1 0 1.7 0.45497 13 0 18 22
1 0 0 1 0 1 0 1.7 0.45497 15 1 18 22
0 0 0 0 0 1 0 1.7 0.45497 13 0 18 22
1 0 0 1 0 1 0 1.7 0.45497 15 1 18 22
1 0 0 0 0 1 0 1.7 0.45497 12 0 18 22
1 0 0 0 0 1 0 1.7 0.45497 12 1 18 22
1 0 0 0 0 1 0 4 0.45497 12 0 19 22
1 0 0 0 0 1 0 4 0.45497 12 0 19 22
0 0 1 0 0 0 0 4 0.45497 12 0 19 22
0 0 0 0 0 1 0 4 0.45497 12 0 19 22
1 0 1 0 0 0 0 4 0.45497 12 0 19 22
0 0 1 1 1 1 0 4 0.45497 12 0 19 22
1 0 0 0 0 1 0 4 0.45497 16 1 19 22
1 0 1 1 0 1 0 4 0.45497 16 0 19 22
1 0 0 1 1 1 0 4 0.45497 15 1 19 22
0 0 0 0 1 0 0 4 0.45497 14 0 19 22
1 0 0 0 0 1 0 4 0.45497 13 0 19 22
1 1 0 0 0 1 0 3.5 0.45497 14 0 24 22
0 0 0 1 0 0 0 3.5 0.45497 15 0 24 22
1 0 0 0 0 1 0 3.5 0.45497 12 0 24 22
0 1 0 0 1 1 0 3.5 0.45497 15 0 24 22
1 1 0 0 0 1 0 3.5 0.45497 15 0 24 22
1 0 0 0 0 1 1 0.7 0.45497 15 0 22 22
0 0 0 0 0 1 1 0.7 0.45497 13 0 22 22
1 0 1 0 0 1 1 0.7 0.45497 14 0 22 22
1 1 0 1 0 1 1 0.7 0.45497 13 0 22 22
0 1 0 0 0 1 1 0.7 0.45497 12 0 22 22
1 0 0 1 0 1 0 0.8 0.45497 12 1 9 22
0 0 1 1 0 1 0 0.8 0.45497 14 1 9 22
1 0 0 0 0 1 0 0.8 0.45497 13 0 9 22
1 1 0 1 0 1 0 0.8 0.45497 12 1 9 22
1 0 0 1 0 1 0 0.8 0.45497 12 1 9 22
0 0 0 0 0 0 0 0.8 0.45497 12 0 9 22
1 0 1 0 0 1 0 0.8 0.45497 16 0 9 22
0 0 1 0 0 1 1 0.3 0.45497 16 1 24 22
0 0 0 0 0 1 1 0.3 0.45497 12 0 24 22
0 1 0 0 1 0 1 0.3 0.45497 14 0 24 22
0 0 0 1 0 1 1 0.3 0.45497 15 0 24 22
1 1 0 0 1 1 1 0.3 0.45497 16 0 24 22
1 1 0 1 0 1 1 0.3 0.45497 13 1 24 22
1 1 0 0 0 1 1 0.3 0.45497 16 0 24 22
0 0 1 0 0 1 1 0.3 0.45497 12 0 24 22
1 0 0 0 0 1 0 4.5 0.45497 15 0 48 22
1 1 0 0 0 1 0 4.5 0.45497 12 0 48 22
1 0 0 0 0 1 0 4.5 0.45497 13 0 48 22
0 0 0 1 0 1 0 4.5 0.45497 13 1 48 22
0 0 0 1 0 1 0 4.5 0.45497 12 0 48 22
1 0 0 0 0 1 0 4.5 0.45497 15 0 48 22
0 0 0 0 0 1 0 4.5 0.45497 12 0 48 22
1 1 0 0 0 1 0 3.5 0.45497 15 0 29 22
1 0 1 0 0 1 0 3.5 0.45497 12 0 29 22
0 1 0 0 0 1 0 3.5 0.45497 12 0 29 22
1 1 0 0 0 1 0 3.5 0.45497 13 0 29 22
0 1 0 0 0 1 0 3.5 0.45497 13 1 29 22
1 1 0 0 1 1 0 3.5 0.45497 14 0 29 22
1 1 0 0 0 1 0 3.5 0.45497 15 0 29 22
0 0 0 0 0 1 0 4 0.45497 12 0 35 22
0 0 0 0 0 1 0 4 0.45497 12 1 35 22
1 0 0 0 0 1 0 4 0.45497 14 1 35 22
0 0 1 0 0 1 0 4 0.45497 12 0 35 22
1 0 0 0 0 0 0 2.5 0.45497 12 0 10 22
1 0 0 1 0 0 0 3.8 0.45497 14 0 12 22
0 0 0 0 0 1 0 3.8 0.45497 17 0 12 22
0 0 0 0 0 1 0 3.8 0.45497 12 0 12 22
0 0 1 0 0 1 0 3.8 0.45497 12 0 12 22
1 0 0 0 0 0 0 3 0.45497 12 1 54 22
0 0 0 0 0 1 0 3 0.45497 15 1 54 22
1 1 0 0 0 1 0 3 0.45497 16 0 54 22
0 0 0 0 0 0 0 3 0.45497 12 0 54 22
1 1 0 0 0 1 0 3 0.45497 12 0 54 22
1 1 0 0 0 1 0 3 0.45497 15 0 54 22
1 0 0 1 1 1 0 3 0.45497 17 1 54 22
0 0 1 0 0 1 0 3 0.45497 14 1 54 22
1 1 0 0 0 1 0 3 0.45497 12 0 54 22
0 0 0 0 0 0 0 3 0.45497 12 0 54 22
0 0 0 0 0 1 1 0.2 0.45497 12 0 22 22
0 0 0 1 1 1 1 0.2 0.45497 15 1 22 22
0 1 0 0 0 0 1 0.2 0.45497 12 0 22 22
0 0 0 0 1 1 1 0.2 0.45497 17 1 22 22
0 0 1 0 0 1 1 0.2 0.45497 13 0 22 22
1 1 0 0 0 1 1 0.2 0.45497 13 0 22 22
1 0 0 0 0 0 1 0.2 0.45497 15 1 22 22
0 0 0 0 0 1 1 0.2 0.45497 15 1 22 22
1 0 1 0 0 1 1 0.2 0.45497 12 0 22 22
0 0 0 0 0 1 0 1.5 0.45497 12 0 22 22
1 0 0 0 0 1 0 4.5 0.45497 16 0 33 22
1 0 0 0 0 1 0 4.5 0.45497 12 0 33 22
0 0 0 0 0 1 0 4.5 0.45497 12 0 33 22
1 0 0 0 0 1 0 4.5 0.45497 12 0 33 22
1 1 0 0 0 1 0 4.5 0.45497 12 0 33 22
0 1 0 0 0 1 0 4 0.45497 15 0 16 22
0 1 0 0 0 1 0 4 0.45497 12 0 16 22
1 1 0 0 0 1 0 4 0.45497 12 0 16 22
1 1 0 0 0 1 0 4 0.45497 13 0 16 22
0 1 0 0 0 1 0 4 0.45497 12 0 16 22
1 0 0 0 0 0 0 4 0.45497 12 0 16 22
0 1 0 0 0 1 0 4 0.45497 13 0 16 22
0 0 0 0 0 1 0 4 0.45497 16 0 16 22
1 1 0 0 0 1 0 4 0.45497 12 0 16 22
0 1 0 0 0 1 0 4 0.45497 12 0 16 22
1 0 1 0 0 1 0 4 0.45497 12 0 16 22
1 0 0 0 0 1 1 1.5 0.45497 12 0 16 22
0 0 0 0 0 1 1 1.5 0.45497 12 0 16 22
1 0 0 1 1 0 1 1.5 0.45497 16 0 16 22
0 0 0 0 0 1 1 1.5 0.45497 14 1 16 22
1 1 0 0 0 1 1 1.5 0.45497 15 0 16 22
0 0 0 0 0 1 1 1.5 0.45497 12 0 16 22
1 0 0 0 0 0 1 1.5 0.45497 12 0 16 22
1 0 0 0 0 1 1 1.5 0.45497 12 1 16 22
0 1 0 0 0 1 1 1.5 0.45497 12 0 16 22
1 0 0 0 0 1 1 1.5 0.45497 16 0 16 22
1 0 0 0 0 1 0 0.1 0.45497 16 1 5 22
0 0 0 1 0 1 0 0.1 0.45497 15 1 5 22
1 0 0 0 0 0 0 0.1 0.45497 15 1 5 22
1 0 0 1 0 1 0 0.1 0.45497 14 1 5 22
0 0 0 1 0 1 0 0.1 0.45497 12 1 5 22
1 0 0 0 0 0 0 0.1 0.45497 12 0 5 22
1 0 0 0 0 1 0 0.1 0.45497 14 0 5 22
