"","shipmode","sales","quantity","discount","profit","segment","region","state","subcategory","category","orderdate_day","orderdate_weekday","orderdate_month","orderdate_year","shipdate_day","shipdate_weekday","shipdate_month","shipdate_year","preparationtime"
"8668","Standard Class",431.16,5,0.2,107.79,"Consumer","South","North Carolina","Accessories                                       ","Technology",17,"Donnerstag",11,2016,21,"Montag",11,2016,4
"8669","Second Class",258.696,3,0.2,64.674,"Home Office","Central","Texas","Accessories                                       ","Technology",25,"Samstag",4,2015,28,"Dienstag",4,2015,3
"8670","Standard Class",498,5,0,184.26,"Corporate","South","Alabama","Accessories                                       ","Technology",27,"Freitag",12,2013,3,"Freitag",1,2014,7
"8671","Second Class",717.12,9,0.2,152.388,"Corporate","South","Florida","Accessories                                       ","Technology",18,"Donnerstag",9,2014,23,"Dienstag",9,2014,5
"8672","Second Class",398.4,5,0.2,84.66,"Consumer","Central","Texas","Accessories                                       ","Technology",3,"Freitag",1,2014,8,"Mittwoch",1,2014,5
"8673","Second Class",637.44,8,0.2,135.456,"Home Office","Central","Illinois","Accessories                                       ","Technology",21,"Sonntag",12,2014,26,"Freitag",12,2014,5
"8674","Second Class",99.6,1,0,36.852,"Consumer","West","Washington","Accessories                                       ","Technology",21,"Sonntag",12,2014,24,"Mittwoch",12,2014,3
"8675","Standard Class",99.6,1,0,36.852,"Consumer","East","New York","Accessories                                       ","Technology",17,"Donnerstag",4,2014,23,"Mittwoch",4,2014,6
"8676","Standard Class",21.2,2,0,9.116,"Home Office","Central","Missouri","Accessories                                       ","Technology",2,"Freitag",8,2013,8,"Donnerstag",8,2013,6
"8677","Standard Class",50.88,6,0.2,14.628,"Consumer","South","Florida","Accessories                                       ","Technology",21,"Sonntag",12,2014,27,"Samstag",12,2014,6
"8678","Standard Class",31.8,3,0,13.674,"Consumer","East","New Jersey","Accessories                                       ","Technology",25,"Sonntag",12,2016,29,"Donnerstag",12,2016,4
"8679","Standard Class",95.968,4,0.2,1.1996,"Corporate","Central","Illinois","Accessories                                       ","Technology",12,"Donnerstag",11,2015,18,"Mittwoch",11,2015,6
"8680","First Class",29.99,1,0,6.2979,"Consumer","West","California","Accessories                                       ","Technology",23,"Samstag",11,2013,25,"Montag",11,2013,2
"8681","Second Class",47.984,2,0.2,0.5998,"Consumer","East","Pennsylvania","Accessories                                       ","Technology",5,"Freitag",12,2014,9,"Dienstag",12,2014,4
"8682","Standard Class",89.97,3,0,18.8937,"Corporate","Central","Nebraska","Accessories                                       ","Technology",3,"Sonntag",11,2013,7,"Donnerstag",11,2013,4
"8683","Standard Class",47.984,2,0.2,0.5998,"Consumer","West","Colorado","Accessories                                       ","Technology",23,"Freitag",9,2016,29,"Donnerstag",9,2016,6
"8684","First Class",89.97,3,0,18.8937,"Corporate","East","Maryland","Accessories                                       ","Technology",14,"Samstag",5,2016,17,"Dienstag",5,2016,3
"8685","Standard Class",89.97,3,0,18.8937,"Consumer","East","New York","Accessories                                       ","Technology",27,"Sonntag",12,2015,1,"Freitag",1,2016,5
"8686","Standard Class",71.976,3,0.2,0.8997,"Consumer","East","Ohio","Accessories                                       ","Technology",14,"Freitag",2,2014,19,"Mittwoch",2,2014,5
"8687","Standard Class",79.96,4,0,18.3908,"Consumer","South","Kentucky","Accessories                                       ","Technology",24,"Sonntag",8,2014,28,"Donnerstag",8,2014,4
"8688","Standard Class",279.86,14,0,64.3678,"Home Office","South","Kentucky","Accessories                                       ","Technology",24,"Donnerstag",7,2014,28,"Montag",7,2014,4
"8689","Second Class",59.97,3,0,13.7931,"Home Office","West","California","Accessories                                       ","Technology",7,"Montag",11,2016,12,"Samstag",11,2016,5
"8690","Second Class",31.984,2,0.2,1.1994,"Consumer","East","Pennsylvania","Accessories                                       ","Technology",1,"Mittwoch",4,2015,3,"Freitag",4,2015,2
"8691","Standard Class",47.976,3,0.2,1.7991,"Consumer","Central","Texas","Accessories                                       ","Technology",2,"Mittwoch",4,2014,7,"Montag",4,2014,5
"8692","Standard Class",36.24,1,0,15.2208,"Consumer","West","California","Accessories                                       ","Technology",30,"Mittwoch",9,2015,4,"Sonntag",10,2015,4
"8693","First Class",36.24,1,0,15.2208,"Consumer","West","California","Accessories                                       ","Technology",13,"Samstag",12,2014,15,"Montag",12,2014,2
"8694","Standard Class",72.48,2,0,30.4416,"Consumer","East","New York","Accessories                                       ","Technology",2,"Mittwoch",9,2015,8,"Dienstag",9,2015,6
"8695","Standard Class",217.44,6,0,91.3248,"Consumer","West","Montana","Accessories                                       ","Technology",11,"Donnerstag",4,2013,18,"Donnerstag",4,2013,7
"8696","Same Day",144.96,4,0,60.8832,"Consumer","West","Washington","Accessories                                       ","Technology",13,"Freitag",9,2013,13,"Freitag",9,2013,0
"8697","Standard Class",36.24,1,0,15.2208,"Consumer","West","California","Accessories                                       ","Technology",22,"Sonntag",2,2015,26,"Donnerstag",2,2015,4
"8698","Standard Class",1.98,2,0,0.891,"Home Office","Central","Wisconsin","Accessories                                       ","Technology",24,"Montag",8,2015,30,"Sonntag",8,2015,6
"8699","Standard Class",1.98,2,0,0.891,"Corporate","Central","Indiana","Accessories                                       ","Technology",29,"Dienstag",10,2013,2,"Samstag",11,2013,4
"8700","Standard Class",2.376,3,0.2,0.7425,"Consumer","Central","Illinois","Accessories                                       ","Technology",8,"Sonntag",6,2014,12,"Donnerstag",6,2014,4
"8701","Standard Class",2.376,3,0.2,0.7425,"Corporate","South","Florida","Accessories                                       ","Technology",30,"Samstag",4,2016,5,"Donnerstag",5,2016,5
"8702","Second Class",2.97,3,0,1.3365,"Corporate","East","New York","Accessories                                       ","Technology",20,"Sonntag",11,2016,24,"Donnerstag",11,2016,4
"8703","Standard Class",27.12,2,0.2,-4.746,"Consumer","East","Ohio","Accessories                                       ","Technology",11,"Montag",4,2016,15,"Freitag",4,2016,4
"8704","Standard Class",40.68,3,0.2,-7.119,"Consumer","Central","Illinois","Accessories                                       ","Technology",2,"Freitag",9,2016,6,"Dienstag",9,2016,4
"8705","Second Class",101.7,6,0,6.102,"Corporate","South","Georgia","Accessories                                       ","Technology",29,"Sonntag",11,2015,2,"Mittwoch",12,2015,3
"8706","Standard Class",67.8,4,0,4.068,"Consumer","South","Georgia","Accessories                                       ","Technology",19,"Donnerstag",5,2016,23,"Montag",5,2016,4
"8707","Same Day",16.95,1,0,1.017,"Home Office","West","California","Accessories                                       ","Technology",6,"Sonntag",11,2016,6,"Sonntag",11,2016,0
"8708","Standard Class",67.8,4,0,4.068,"Consumer","West","California","Accessories                                       ","Technology",9,"Donnerstag",5,2013,15,"Mittwoch",5,2013,6
"8709","Standard Class",33.9,2,0,2.034,"Corporate","West","Washington","Accessories                                       ","Technology",6,"Samstag",4,2013,12,"Freitag",4,2013,6
"8710","First Class",139.93,7,0,34.9825,"Consumer","West","California","Accessories                                       ","Technology",28,"Donnerstag",11,2013,1,"Sonntag",12,2013,3
"8711","Standard Class",31.984,2,0.2,1.999,"Consumer","West","Arizona","Accessories                                       ","Technology",13,"Freitag",11,2015,20,"Freitag",11,2015,7
"8712","First Class",59.97,3,0,14.9925,"Home Office","East","Connecticut","Accessories                                       ","Technology",27,"Freitag",11,2015,29,"Sonntag",11,2015,2
"8713","Standard Class",59.97,3,0,14.9925,"Consumer","East","New York","Accessories                                       ","Technology",12,"Donnerstag",11,2015,17,"Dienstag",11,2015,5
"8714","First Class",46.32,4,0,18.0648,"Corporate","West","California","Accessories                                       ","Technology",6,"Samstag",9,2014,8,"Montag",9,2014,2
"8715","Standard Class",37.056,4,0.2,8.8008,"Consumer","East","Ohio","Accessories                                       ","Technology",10,"Samstag",9,2016,17,"Samstag",9,2016,7
"8716","Standard Class",18.528,2,0.2,4.4004,"Consumer","Central","Texas","Accessories                                       ","Technology",6,"Donnerstag",2,2014,13,"Donnerstag",2,2014,7
"8717","Standard Class",74.112,8,0.2,17.6016,"Consumer","South","North Carolina","Accessories                                       ","Technology",23,"Mittwoch",11,2016,28,"Montag",11,2016,5
"8718","Standard Class",18.528,2,0.2,4.4004,"Corporate","South","Tennessee","Accessories                                       ","Technology",16,"Sonntag",10,2016,21,"Freitag",10,2016,5
"8719","Standard Class",129.45,5,0,46.602,"Corporate","West","California","Accessories                                       ","Technology",3,"Mittwoch",9,2014,9,"Dienstag",9,2014,6
"8720","Standard Class",41.424,2,0.2,8.2848,"Home Office","South","Florida","Accessories                                       ","Technology",31,"Sonntag",7,2016,4,"Donnerstag",8,2016,4
"8721","Second Class",41.424,2,0.2,8.2848,"Corporate","Central","Texas","Accessories                                       ","Technology",18,"Freitag",4,2014,22,"Dienstag",4,2014,4
"8722","Standard Class",258.9,10,0,93.204,"Home Office","East","Massachusetts","Accessories                                       ","Technology",3,"Sonntag",7,2016,9,"Samstag",7,2016,6
"8723","Second Class",155.34,6,0,55.9224,"Consumer","Central","Indiana","Accessories                                       ","Technology",23,"Samstag",4,2016,25,"Montag",4,2016,2
"8724","Standard Class",179.97,3,0,86.3856,"Corporate","West","Washington","Accessories                                       ","Technology",8,"Samstag",8,2015,12,"Mittwoch",8,2015,4
"8725","Standard Class",239.96,4,0,115.1808,"Corporate","West","California","Accessories                                       ","Technology",8,"Samstag",10,2016,14,"Freitag",10,2016,6
"8726","Second Class",239.96,5,0.2,83.986,"Consumer","Central","Illinois","Accessories                                       ","Technology",17,"Donnerstag",11,2016,21,"Montag",11,2016,4
"8727","Same Day",179.97,3,0,86.3856,"Consumer","West","California","Accessories                                       ","Technology",16,"Mittwoch",10,2013,17,"Donnerstag",10,2013,1
"8728","Standard Class",179.97,3,0,86.3856,"Home Office","West","Washington","Accessories                                       ","Technology",22,"Freitag",1,2016,26,"Dienstag",1,2016,4
"8729","Second Class",119.98,2,0,57.5904,"Consumer","West","California","Accessories                                       ","Technology",18,"Sonntag",12,2016,23,"Freitag",12,2016,5
"8730","Standard Class",23.18,2,0,7.6494,"Consumer","East","Massachusetts","Accessories                                       ","Technology",18,"Donnerstag",8,2016,22,"Montag",8,2016,4
"8731","First Class",34.77,3,0,11.4741,"Corporate","East","New York","Accessories                                       ","Technology",31,"Dienstag",12,2013,1,"Mittwoch",1,2014,1
"8732","Standard Class",46.36,4,0,15.2988,"Consumer","West","California","Accessories                                       ","Technology",14,"Freitag",10,2016,19,"Mittwoch",10,2016,5
"8733","Standard Class",18.544,2,0.2,3.0134,"Corporate","East","Ohio","Accessories                                       ","Technology",12,"Samstag",11,2016,17,"Donnerstag",11,2016,5
"8734","Standard Class",27.816,3,0.2,4.5201,"Consumer","Central","Texas","Accessories                                       ","Technology",18,"Freitag",3,2016,23,"Mittwoch",3,2016,5
"8735","Standard Class",29.99,1,0,13.1956,"Home Office","East","New Hampshire","Accessories                                       ","Technology",17,"Samstag",1,2015,21,"Mittwoch",1,2015,4
"8736","Second Class",47.984,2,0.2,14.3952,"Corporate","Central","Texas","Accessories                                       ","Technology",30,"Montag",12,2013,1,"Mittwoch",1,2014,2
"8737","First Class",47.984,2,0.2,14.3952,"Consumer","Central","Texas","Accessories                                       ","Technology",16,"Samstag",1,2016,19,"Dienstag",1,2016,3
"8738","Same Day",59.98,2,0,26.3912,"Home Office","West","Washington","Accessories                                       ","Technology",3,"Sonntag",7,2016,3,"Sonntag",7,2016,0
"8739","Standard Class",89.97,3,0,39.5868,"Consumer","East","New York","Accessories                                       ","Technology",16,"Montag",2,2015,20,"Freitag",2,2015,4
"8740","First Class",71.976,3,0.2,21.5928,"Consumer","West","Arizona","Accessories                                       ","Technology",20,"Freitag",12,2013,22,"Sonntag",12,2013,2
"8741","Standard Class",95.968,4,0.2,28.7904,"Consumer","East","Pennsylvania","Accessories                                       ","Technology",21,"Freitag",6,2013,25,"Dienstag",6,2013,4
"8742","Second Class",167.944,7,0.2,50.3832,"Home Office","South","North Carolina","Accessories                                       ","Technology",26,"Montag",5,2014,29,"Donnerstag",5,2014,3
"8743","Standard Class",89.97,3,0,39.5868,"Corporate","West","California","Accessories                                       ","Technology",9,"Montag",2,2015,13,"Freitag",2,2015,4
"8744","First Class",149.95,5,0,65.978,"Consumer","South","Georgia","Accessories                                       ","Technology",15,"Dienstag",1,2013,17,"Donnerstag",1,2013,2
"8745","Standard Class",59.98,2,0,26.3912,"Consumer","East","Maryland","Accessories                                       ","Technology",20,"Freitag",9,2013,24,"Dienstag",9,2013,4
"8746","First Class",47.984,2,0.2,14.3952,"Consumer","East","Pennsylvania","Accessories                                       ","Technology",16,"Freitag",9,2016,18,"Sonntag",9,2016,2
"8747","First Class",119.96,4,0,52.7824,"Consumer","East","New York","Accessories                                       ","Technology",2,"Montag",12,2013,4,"Mittwoch",12,2013,2
"8748","First Class",209.93,7,0,92.3692,"Consumer","West","California","Accessories                                       ","Technology",30,"Mittwoch",7,2014,31,"Donnerstag",7,2014,1
"8749","Second Class",119.96,5,0.2,35.988,"Consumer","East","Ohio","Accessories                                       ","Technology",25,"Sonntag",9,2016,27,"Dienstag",9,2016,2
"8750","First Class",54.384,2,0.2,1.3596,"Home Office","West","Colorado","Accessories                                       ","Technology",28,"Mittwoch",9,2016,1,"Samstag",10,2016,3
"8751","Standard Class",67.98,2,0,14.9556,"Home Office","East","Maine","Accessories                                       ","Technology",13,"Freitag",6,2014,19,"Donnerstag",6,2014,6
"8752","Standard Class",108.768,4,0.2,2.7192,"Consumer","Central","Illinois","Accessories                                       ","Technology",1,"Mittwoch",10,2014,5,"Sonntag",10,2014,4
"8753","Second Class",54.384,2,0.2,1.3596,"Consumer","East","Pennsylvania","Accessories                                       ","Technology",28,"Sonntag",12,2014,31,"Mittwoch",12,2014,3
"8754","Standard Class",81.576,3,0.2,2.0394,"Consumer","Central","Illinois","Accessories                                       ","Technology",22,"Sonntag",11,2015,27,"Freitag",11,2015,5
"8755","First Class",0.99,1,0,0.4356,"Home Office","West","California","Accessories                                       ","Technology",12,"Mittwoch",10,2016,14,"Freitag",10,2016,2
"8756","Standard Class",5.544,7,0.2,1.6632,"Corporate","Central","Texas","Accessories                                       ","Technology",23,"Samstag",11,2013,27,"Mittwoch",11,2013,4
"8757","Standard Class",2.97,3,0,1.3068,"Corporate","Central","South Dakota","Accessories                                       ","Technology",15,"Montag",7,2013,19,"Freitag",7,2013,4
"8758","Second Class",7.92,8,0,3.4848,"Corporate","West","California","Accessories                                       ","Technology",27,"Samstag",12,2014,29,"Montag",12,2014,2
"8759","Standard Class",1.584,2,0.2,0.4752,"Consumer","South","Tennessee","Accessories                                       ","Technology",13,"Samstag",8,2016,18,"Donnerstag",8,2016,5
"8760","Standard Class",99.39,3,0,40.7499,"Corporate","West","California","Accessories                                       ","Technology",16,"Montag",11,2015,23,"Montag",11,2015,7
"8761","Standard Class",772.47,3,0,146.7693,"Consumer","West","California","Accessories                                       ","Technology",19,"Samstag",12,2015,25,"Freitag",12,2015,6
"8762","Same Day",1287.45,5,0,244.6155,"Consumer","Central","Oklahoma","Accessories                                       ","Technology",26,"Donnerstag",3,2015,26,"Donnerstag",3,2015,0
"8763","Standard Class",1287.45,5,0,244.6155,"Corporate","West","California","Accessories                                       ","Technology",11,"Montag",7,2016,18,"Montag",7,2016,7
"8764","Same Day",185.528,7,0.2,48.7011,"Corporate","West","Arizona","Accessories                                       ","Technology",15,"Freitag",5,2015,15,"Freitag",5,2015,0
"8765","Standard Class",132.52,4,0,54.3332,"Consumer","Central","Michigan","Accessories                                       ","Technology",10,"Freitag",6,2016,15,"Mittwoch",6,2016,5
"8766","Standard Class",617.976,3,0.2,-7.7247,"Home Office","South","Florida","Accessories                                       ","Technology",7,"Donnerstag",4,2016,12,"Dienstag",4,2016,5
"8767","Standard Class",79.512,3,0.2,20.8719,"Corporate","Central","Texas","Accessories                                       ","Technology",12,"Dienstag",11,2013,16,"Samstag",11,2013,4
"8768","First Class",99.39,3,0,40.7499,"Consumer","Central","Indiana","Accessories                                       ","Technology",5,"Montag",12,2016,8,"Donnerstag",12,2016,3
"8769","Same Day",79.512,3,0.2,20.8719,"Consumer","Central","Texas","Accessories                                       ","Technology",2,"Freitag",10,2015,2,"Freitag",10,2015,0
"8770","Second Class",1287.45,5,0,244.6155,"Corporate","West","Washington","Accessories                                       ","Technology",27,"Montag",6,2016,29,"Mittwoch",6,2016,2
"8771","First Class",772.47,3,0,146.7693,"Consumer","West","California","Accessories                                       ","Technology",15,"Freitag",11,2013,18,"Montag",11,2013,3
"8772","Standard Class",205.992,1,0.2,-2.5749,"Consumer","South","Florida","Accessories                                       ","Technology",3,"Freitag",6,2016,10,"Freitag",6,2016,7
"8773","First Class",617.976,3,0.2,-7.7247,"Consumer","East","Pennsylvania","Accessories                                       ","Technology",22,"Montag",9,2014,25,"Donnerstag",9,2014,3
"8774","First Class",132.52,5,0.2,34.7865,"Consumer","East","Ohio","Accessories                                       ","Technology",4,"Montag",5,2015,6,"Mittwoch",5,2015,2
"8775","Standard Class",3347.37,13,0,636.0003,"Consumer","West","California","Accessories                                       ","Technology",12,"Samstag",9,2015,18,"Freitag",9,2015,6
"8776","First Class",132.52,4,0,54.3332,"Consumer","West","Washington","Accessories                                       ","Technology",18,"Freitag",11,2016,21,"Montag",11,2016,3
"8777","First Class",66.26,2,0,27.1666,"Consumer","West","California","Accessories                                       ","Technology",22,"Freitag",5,2015,24,"Sonntag",5,2015,2
"8778","Second Class",1319.96,4,0,527.984,"Corporate","South","Alabama","Accessories                                       ","Technology",19,"Donnerstag",11,2015,22,"Sonntag",11,2015,3
"8779","First Class",1649.95,5,0,659.98,"Consumer","West","California","Accessories                                       ","Technology",4,"Freitag",12,2015,7,"Montag",12,2015,3
"8780","Second Class",989.97,3,0,395.988,"Consumer","West","California","Accessories                                       ","Technology",4,"Mittwoch",6,2014,9,"Montag",6,2014,5
"8781","Standard Class",1649.95,5,0,659.98,"Corporate","West","California","Accessories                                       ","Technology",26,"Dienstag",7,2016,1,"Montag",8,2016,6
"8782","Standard Class",479.97,3,0,163.1898,"Consumer","Central","Michigan","Accessories                                       ","Technology",27,"Donnerstag",8,2015,3,"Donnerstag",9,2015,7
"8783","First Class",159.99,1,0,54.3966,"Corporate","West","New Mexico","Accessories                                       ","Technology",5,"Samstag",11,2016,6,"Sonntag",11,2016,1
"8784","First Class",479.97,3,0,163.1898,"Consumer","South","Mississippi","Accessories                                       ","Technology",5,"Freitag",7,2013,8,"Montag",7,2013,3
"8785","Standard Class",479.97,3,0,163.1898,"Corporate","West","California","Accessories                                       ","Technology",8,"Sonntag",11,2015,14,"Samstag",11,2015,6
"8786","Standard Class",1023.936,8,0.2,179.1888,"Consumer","West","Arizona","Accessories                                       ","Technology",23,"Dienstag",7,2013,27,"Samstag",7,2013,4
"8787","Standard Class",171.96,5,0.2,45.1395,"Consumer","Central","Texas","Accessories                                       ","Technology",6,"Freitag",11,2015,10,"Dienstag",11,2015,4
"8788","Second Class",214.95,5,0,88.1295,"Home Office","West","New Mexico","Accessories                                       ","Technology",13,"Sonntag",3,2016,18,"Freitag",3,2016,5
"8789","Second Class",163.96,4,0,70.5028,"Home Office","East","New York","Accessories                                       ","Technology",13,"Sonntag",11,2016,18,"Freitag",11,2016,5
"8790","First Class",196.752,6,0.2,56.5662,"Consumer","West","Colorado","Accessories                                       ","Technology",22,"Samstag",6,2013,25,"Dienstag",6,2013,3
"8791","Standard Class",27.168,4,0.2,-1.3584,"Home Office","Central","Texas","Accessories                                       ","Technology",22,"Samstag",11,2014,26,"Mittwoch",11,2014,4
"8792","Second Class",2249.91,9,0,517.4793,"Home Office","East","New Hampshire","Accessories                                       ","Technology",19,"Freitag",12,2014,24,"Mittwoch",12,2014,5
"8793","Second Class",2249.91,9,0,517.4793,"Corporate","South","Kentucky","Accessories                                       ","Technology",2,"Mittwoch",11,2016,5,"Samstag",11,2016,3
"8794","Second Class",499.98,2,0,114.9954,"Consumer","South","Georgia","Accessories                                       ","Technology",15,"Sonntag",11,2015,17,"Dienstag",11,2015,2
"8795","Second Class",999.96,4,0,229.9908,"Home Office","Central","Wisconsin","Accessories                                       ","Technology",16,"Sonntag",11,2014,18,"Dienstag",11,2014,2
"8796","Second Class",1399.944,7,0.2,52.4979,"Consumer","Central","Texas","Accessories                                       ","Technology",13,"Donnerstag",8,2015,16,"Sonntag",8,2015,3
"8797","Standard Class",799.92,10,0.2,239.976,"Home Office","South","Florida","Accessories                                       ","Technology",2,"Samstag",11,2013,6,"Mittwoch",11,2013,4
"8798","Second Class",319.968,4,0.2,95.9904,"Consumer","Central","Texas","Accessories                                       ","Technology",16,"Montag",12,2013,18,"Mittwoch",12,2013,2
"8799","Standard Class",99.99,1,0,43.9956,"Corporate","West","California","Accessories                                       ","Technology",9,"Mittwoch",11,2016,14,"Montag",11,2016,5
"8800","First Class",899.91,9,0,395.9604,"Corporate","East","New York","Accessories                                       ","Technology",25,"Donnerstag",9,2014,27,"Samstag",9,2014,2
"8801","Second Class",299.97,3,0,131.9868,"Corporate","West","California","Accessories                                       ","Technology",6,"Samstag",4,2013,10,"Mittwoch",4,2013,4
"8802","First Class",199.98,2,0,87.9912,"Home Office","West","Washington","Accessories                                       ","Technology",9,"Montag",5,2016,11,"Mittwoch",5,2016,2
"8803","Standard Class",10.99,1,0,4.2861,"Consumer","West","California","Accessories                                       ","Technology",10,"Sonntag",11,2013,16,"Samstag",11,2013,6
"8804","Standard Class",35.168,4,0.2,8.3524,"Consumer","South","Tennessee","Accessories                                       ","Technology",17,"Freitag",4,2015,23,"Donnerstag",4,2015,6
"8805","Standard Class",35.168,4,0.2,8.3524,"Consumer","South","North Carolina","Accessories                                       ","Technology",9,"Mittwoch",9,2015,13,"Sonntag",9,2015,4
"8806","Second Class",21.98,2,0,8.5722,"Consumer","West","Washington","Accessories                                       ","Technology",12,"Freitag",9,2014,17,"Mittwoch",9,2014,5
"8807","First Class",32.97,3,0,12.8583,"Corporate","South","Georgia","Accessories                                       ","Technology",8,"Sonntag",9,2013,11,"Mittwoch",9,2013,3
"8808","Second Class",12.99,1,0,0.7794,"Corporate","West","California","Accessories                                       ","Technology",21,"Samstag",2,2015,26,"Donnerstag",2,2015,5
"8809","Standard Class",62.352,6,0.2,-10.9116,"Corporate","West","Arizona","Accessories                                       ","Technology",12,"Samstag",11,2016,16,"Mittwoch",11,2016,4
"8810","Second Class",20.784,2,0.2,-3.6372,"Corporate","Central","Texas","Accessories                                       ","Technology",20,"Montag",5,2013,22,"Mittwoch",5,2013,2
"8811","Standard Class",103.92,10,0.2,-18.186,"Consumer","West","Oregon","Accessories                                       ","Technology",8,"Sonntag",12,2013,13,"Freitag",12,2013,5
"8812","First Class",25.98,2,0,1.5588,"Corporate","South","Alabama","Accessories                                       ","Technology",16,"Samstag",4,2016,18,"Montag",4,2016,2
"8813","Standard Class",31.176,3,0.2,-5.4558,"Corporate","East","Pennsylvania","Accessories                                       ","Technology",16,"Samstag",8,2014,20,"Mittwoch",8,2014,4
"8814","Standard Class",72.744,7,0.2,-12.7302,"Corporate","South","Tennessee","Accessories                                       ","Technology",27,"Samstag",12,2014,31,"Mittwoch",12,2014,4
"8815","Second Class",252,4,0,93.24,"Corporate","East","Rhode Island","Accessories                                       ","Technology",7,"Donnerstag",7,2016,9,"Samstag",7,2016,2
"8816","Standard Class",100.8,2,0.2,21.42,"Corporate","Central","Illinois","Accessories                                       ","Technology",3,"Samstag",9,2016,7,"Mittwoch",9,2016,4
"8817","First Class",151.2,3,0.2,32.13,"Corporate","Central","Texas","Accessories                                       ","Technology",21,"Sonntag",9,2014,24,"Mittwoch",9,2014,3
"8818","Standard Class",100.8,2,0.2,21.42,"Corporate","West","Arizona","Accessories                                       ","Technology",26,"Samstag",12,2015,2,"Samstag",1,2016,7
"8819","First Class",252,5,0.2,53.55,"Consumer","East","Pennsylvania","Accessories                                       ","Technology",13,"Freitag",9,2013,16,"Montag",9,2013,3
"8820","Standard Class",151.2,3,0.2,32.13,"Corporate","East","Pennsylvania","Accessories                                       ","Technology",2,"Samstag",3,2013,6,"Mittwoch",3,2013,4
"8821","First Class",100.8,2,0.2,21.42,"Home Office","Central","Texas","Accessories                                       ","Technology",20,"Samstag",12,2014,21,"Sonntag",12,2014,1
"8822","Standard Class",58.08,4,0.2,-6.534,"Consumer","West","Colorado","Accessories                                       ","Technology",11,"Donnerstag",12,2014,16,"Dienstag",12,2014,5
"8823","Standard Class",43.56,3,0.2,-4.9005,"Consumer","Central","Illinois","Accessories                                       ","Technology",16,"Mittwoch",4,2014,20,"Sonntag",4,2014,4
"8824","Standard Class",72.6,5,0.2,-8.1675,"Consumer","South","Florida","Accessories                                       ","Technology",9,"Montag",6,2014,16,"Montag",6,2014,7
"8825","Standard Class",479.72,4,0,52.7692,"Consumer","West","Washington","Accessories                                       ","Technology",6,"Freitag",11,2015,10,"Dienstag",11,2015,4
"8826","Standard Class",79.9,2,0,35.156,"Consumer","West","California","Accessories                                       ","Technology",10,"Montag",11,2014,15,"Samstag",11,2014,5
"8827","Standard Class",63.92,2,0.2,19.176,"Consumer","East","Ohio","Accessories                                       ","Technology",12,"Sonntag",6,2016,16,"Donnerstag",6,2016,4
"8828","Standard Class",159.8,4,0,70.312,"Home Office","Central","Indiana","Accessories                                       ","Technology",15,"Freitag",1,2016,21,"Donnerstag",1,2016,6
"8829","Standard Class",95.88,3,0.2,28.764,"Corporate","East","Pennsylvania","Accessories                                       ","Technology",9,"Freitag",9,2016,13,"Dienstag",9,2016,4
"8830","Standard Class",199.75,5,0,87.89,"Home Office","East","Connecticut","Accessories                                       ","Technology",10,"Dienstag",3,2015,14,"Samstag",3,2015,4
"8831","First Class",199.75,5,0,87.89,"Home Office","West","California","Accessories                                       ","Technology",3,"Donnerstag",11,2016,5,"Samstag",11,2016,2
"8832","Standard Class",159.8,4,0,70.312,"Corporate","South","Arkansas","Accessories                                       ","Technology",14,"Mittwoch",12,2016,20,"Dienstag",12,2016,6
"8833","Second Class",255.68,8,0.2,76.704,"Home Office","South","North Carolina","Accessories                                       ","Technology",25,"Freitag",12,2015,29,"Dienstag",12,2015,4
"8834","Standard Class",239.7,6,0,105.468,"Corporate","South","Mississippi","Accessories                                       ","Technology",31,"Donnerstag",7,2014,6,"Mittwoch",8,2014,6
"8835","First Class",119.85,3,0,52.734,"Home Office","East","Delaware","Accessories                                       ","Technology",7,"Freitag",3,2014,10,"Montag",3,2014,3
"8836","Same Day",39.264,3,0.2,-4.908,"Consumer","Central","Illinois","Accessories                                       ","Technology",14,"Mittwoch",12,2016,14,"Mittwoch",12,2016,0
"8837","Standard Class",98.16,6,0,9.816,"Home Office","South","Kentucky","Accessories                                       ","Technology",17,"Mittwoch",8,2016,23,"Dienstag",8,2016,6
"8838","Standard Class",98.16,6,0,9.816,"Corporate","Central","Wisconsin","Accessories                                       ","Technology",22,"Donnerstag",9,2016,26,"Montag",9,2016,4
"8839","Second Class",26.176,2,0.2,-3.272,"Consumer","Central","Texas","Accessories                                       ","Technology",28,"Freitag",10,2016,1,"Dienstag",11,2016,4
"8840","Standard Class",49.08,3,0,4.908,"Home Office","East","Maryland","Accessories                                       ","Technology",7,"Montag",3,2016,12,"Samstag",3,2016,5
"8841","Standard Class",65.44,5,0.2,-8.18,"Consumer","Central","Texas","Accessories                                       ","Technology",20,"Freitag",12,2013,25,"Mittwoch",12,2013,5
"8842","Standard Class",16.36,1,0,1.636,"Consumer","West","California","Accessories                                       ","Technology",5,"Montag",8,2013,11,"Sonntag",8,2013,6
"8843","Standard Class",98.16,6,0,9.816,"Corporate","West","Washington","Accessories                                       ","Technology",27,"Freitag",5,2016,31,"Dienstag",5,2016,4
"8844","Standard Class",114.52,7,0,11.452,"Home Office","Central","Michigan","Accessories                                       ","Technology",29,"Freitag",8,2014,2,"Dienstag",9,2014,4
